smiles,D
CC(NC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.662871
O=CC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5140476
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-],8.021349
O=[N+]([O-])N(CCN(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.536402
O=[N+]([O-])OCN1CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN([N+](=O)[O-])C1,8.009676
O=[N+]([O-])N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(CO)(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.333819
CC(CN1C(=O)N([N+](=O)[O-])C2(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N([N+](=O)[O-])C(=O)N([N+](=O)[O-])C12C(=O)O)([N+](=O)[O-])[N+](=O)[O-],8.360927
O=C(O)C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.022355
O=[N+]([O-])OCC1=CC([N+](=O)[O-])=CN2C(=N1)C1C2C2C1N([N+](=O)[O-])CN2Nc1cnon1,7.072246
O=C(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.819682
O=C(CCC(CCC(=O)c1nonc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6684995
CC(=O)C(=O)[N+](=O)[O-],6.875617
O=[N+]([O-])OCC(CO[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C12C=C([N+](=O)[O-])C([N+](=O)[O-])=CC1=NN=N2,7.964073
CC(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])N(C)N1CNC(=N[N+](=O)[O-])NC1,6.7091203
O=[N+]([O-])C1=NN=C([N+](=O)[O-])N2c3c(cc([N+](=O)[O-])cc3[N+](=O)[O-])N=NN3N(O)CN3CN([N+](=O)[O-])CN2C1,7.5173597
O=[N+]([O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC(F)([N+](=O)[O-])[N+](=O)[O-],8.815437
CC(CCC(=O)[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.3000956
CC(N)CNCNC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.964548
O=C(O)CCN(CCC(=O)N(CCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])[N+](=O)[O-],7.3356066
O=C(CO[N+](=O)[O-])C(=O)NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.868586
O=[N+]([O-])c1ccc(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,8.340149
CCOOCCOC(C)=O,6.024329
O=[N+]([O-])c1cc([N+](=O)[O-])c(F)c([N+](=O)[O-])c1O,7.686652
O=[N+]([O-])NCCN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],7.7425194
O=[N+]([O-])c1cc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1,6.880385
O=C1NC2c3c(cc([N+](=O)[O-])cc3[N+](=O)[O-])N=NN3N(CN3n3ncc([N+](=O)[O-])n3)C2N1C(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.338249
O=[N+]([O-])c1cccc(CCO)c1[N+](=O)[O-],6.2711997
Cc1c([N+](=O)[O-])ccc(C(=O)N(C)[N+](=O)[O-])c1[N+](=O)[O-],6.515962
O=[N+]([O-])c1ccc(-c2nc3nc4nc([N+](=O)[O-])cc([N+](=O)[O-])nn-4c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4ncn2-3)c([N+](=O)[O-])c1,6.92609
O=[N+]([O-])c1cnn(-c2cc([N+](=O)[O-])c(F)c([N+](=O)[O-])c2)c1,6.8665876
Cn1c([N+](=O)[O-])n[nH]nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2c1[N+](=O)[O-],7.4423795
CCOCC(CN[N+](=O)[O-])(OCC(C)([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.3301835
CC(CNN(CCO[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.858664
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(=O)NCCN[N+](=O)[O-],7.4131303
O=C(F)C(CN[N+](=O)[O-])Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.2357273
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c([N+](=O)[O-])nc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.3741207
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(C2NCC([N+](=O)[O-])([N+](=O)[O-])CC2([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.91001
COCCN(CC(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.4830956
O=CCCC(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.700134
O=C(C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.651312
CC(COc1c([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.7291274
O=[N+]([O-])C1=C(c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])N([N+](=O)[O-])N=CC=N1,7.5318613
Nc1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1[N+](=O)[O-],7.041432
O=[N+]([O-])c1ccc(Nc2nc([N+](=O)[O-])c([N+](=O)[O-])[nH]2)c([N+](=O)[O-])c1,7.274168
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],6.899026
O=[N+]([O-])c1cc([N+](=O)[O-])c(NN(c2nonc2[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,8.421425
CC(C)(C)NN1C(=O)N([N+](=O)[O-])C2(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N([N+](=O)[O-])C(=O)N([N+](=O)[O-])C12C(N)=O,7.515459
O=C(CCN(CCN(CCN(CCN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.787847
CC(CNN1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1)([N+](=O)[O-])[N+](=O)[O-],7.76801
O=[N+]([O-])N(CCC(CN(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])COCC(F)([N+](=O)[O-])[N+](=O)[O-],8.416521
O=[N+]([O-])C1=NON=C2C3C(C(O)O)N4C=NN=CN4C([N+](=O)[O-])=C(C([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=C1[N+](=O)[O-])N(CN2[N+](=O)[O-])CN3[N+](=O)[O-],7.930895
N#CCc1nc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c2c(=O)c(n1)=NC([N+](=O)[O-])=CC([N+](=O)[O-])=CC=2[N+](=O)[O-],6.997283
O=CCN(CCN([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.9849677
O=[N+]([O-])c1cc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])cnc1[N+](=O)[O-],8.661029
O=C(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.714235
CC(=O)c1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.759157
N#CCN(CCN(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.8234205
CC(CC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.221612
CCN(c1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(OC)c1[N+](=O)[O-])[N+](=O)[O-],7.0304375
O=[N+]([O-])NCCNCNO[N+](=O)[O-],7.701451
CC(CCN(C(=O)CN(CC(=O)C(=O)NCC[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.149351
O=[N+]([O-])c1ncc(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[nH]1,7.996303
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.873177
O=C1NC2C(N([N+](=O)[O-])CN2O)N1[N+](=O)[O-],8.055122
Nc1n[nH]c([N+](=O)[O-])c1[N+](=O)[O-],8.146686
O=C(CN(CCCO[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8573112
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],6.929456
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nnc3cc4c(cc32)nnn4[N+](=O)[O-])c([N+](=O)[O-])c1,7.2836494
O=[N+]([O-])c1ccc(Nc2nc(NC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.695325
CC(CCN(CN(CCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.337917
CCOC(=O)C12N(F)C(=O)N([N+](=O)[O-])C1(C(=O)N(CC)[N+](=O)[O-])N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],7.516801
CC(NC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.353521
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cccc([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.0093646
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N(CO[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],8.500488
O=[N+]([O-])NCNC#COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.18385
NC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.717549
O=[N+]([O-])N(CCN(CN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.364168
O=C1NC2C(N([N+](=O)[O-])CN2NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N1[N+](=O)[O-],8.167564
CC(CC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8821874
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N(Cn1cc([N+](=O)[O-])cn1)[N+](=O)[O-],6.9476023
COc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],7.4380736
O=C(CC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.477763
CC(CCc1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.3405595
CC12C([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C3CN(C(=O)N3[N+](=O)[O-])C1(C)N([N+](=O)[O-])C(=O)N2N,7.295534
CC(=O)OCC(CONC(C)(C)C)([N+](=O)[O-])[N+](=O)[O-],6.2887254
O=[N+]([O-])N1CCC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])CN2N(CN2CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C1,8.183107
NN1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,8.11804
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCNC(=O)O[N+](=O)[O-],7.856368
O=C(O)C(=O)NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6642594
O=[N+]([O-])c1ccc([N+](=O)[O-])c(-n2nc([N+](=O)[O-])cc2[N+](=O)[O-])n1,7.6906996
CC(COC(=O)C(=O)N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.241624
O=C(OCC(C(CCC([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.6961308
O=[N+]([O-])c1cnn(-c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])c1,7.2758455
COc1cnc([N+](=O)[O-])[nH]1,6.7822094
COc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N(C)[N+](=O)[O-])c1[N+](=O)[O-],7.3406253
O=[N+]([O-])NCCc1c([N+](=O)[O-])c(-c2[nH]cnc2[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],7.6960053
O=C(CCN(CCC(=O)C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.9533463
O=[N+]([O-])OCCNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.3072944
O=[N+]([O-])N(CCOCC(F)([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.511389
O=[N+]([O-])c1ccc(O)nc1O,6.780663
CC(CCNC12C=C([N+](=O)[O-])C([N+](=O)[O-])=CC1=NN=N2)([N+](=O)[O-])[N+](=O)[O-],7.111837
O=[N+]([O-])c1cn(Nc2c[nH]nn2)nn1,7.774643
CC(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])O[N+](=O)[O-],7.3259134
O=[N+]([O-])c1cc([N+](=O)[O-])c(N(Cn2ccnn2)[N+](=O)[O-])c([N+](=O)[O-])c1,7.395572
O=[N+]([O-])OCCN(CC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.617043
O=C(CN(CF)[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.092041
O=C(CO[N+](=O)[O-])NC(=O)NCN([N+](=O)[O-])[N+](=O)[O-],8.19869
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.696993
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],7.6252513
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])c2c(c([N+](=O)[O-])c1[N+](=O)[O-])C(Nc1cnon1)=C2,7.4697213
CC(COC(CC[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8751416
O=[N+]([O-])c1cc([N+](=O)[O-])c(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.967562
O=C(OCC(COF)([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.5809417
O=[N+]([O-])C1=NON=c2c(N=Nn3cc([N+](=O)[O-])cn3)c([N+](=O)[O-])cc([N+](=O)[O-])c2=C1[N+](=O)[O-],7.691796
COCN(CCN(CCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.941643
NN1CCN2C(=O)C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=CC1C2N([N+](=O)[O-])CCN1c1nonc1[N+](=O)[O-],6.940629
O=[N+]([O-])OCCN([N+](=O)[O-])C(F)([N+](=O)[O-])[N+](=O)[O-],8.874856
CC(=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5599866
O=[N+]([O-])c1cc([N+](=O)[O-])c(NCc2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.3191824
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1O,6.9253817
O=[N+]([O-])c1cc([N+](=O)[O-])c2c(c1)nnn2-c1nonc1[N+](=O)[O-],7.9074154
CC(C)(N)COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.8189225
COCC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.0843196
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.3604503
O=[N+]([O-])OCC(CO[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1nnc([N+](=O)[O-])n1,8.571186
O=[N+]([O-])N1CN(F)CN([N+](=O)[O-])C1,8.127488
COCC(CC#COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5191665
O=C1NC2C(N1F)N([N+](=O)[O-])CN2[N+](=O)[O-],8.103657
O=[N+]([O-])c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,7.2641597
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-],7.924144
CC(CNC(=O)C(=O)CC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.051125
CC(COC(=O)C12C3=NON=C([N+](=O)[O-])C(C(=O)O)(N3C(=O)N1[N+](=O)[O-])N([N+](=O)[O-])C(=O)N2CC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.748254
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(NC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],8.723792
O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.207004
O=[N+]([O-])C1=CC2=NN=NC2(C2([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C2)C=C1[N+](=O)[O-],7.737037
O=[N+]([O-])OCCCC(CCN(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.244602
O=[N+]([O-])c1cnn(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1,8.755294
CC(CC(=O)C(=O)OCC(COC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.067207
O=[N+]([O-])N(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CCN([N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.775491
CC(=O)N(Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],7.0461807
NN1CN(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN([N+](=O)[O-])C1,7.5734286
O=[N+]([O-])c1cc([N+](=O)[O-])c(COCO)c([N+](=O)[O-])c1,6.880003
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OCCN(c1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-])[N+](=O)[O-],7.1467953
O=[N+]([O-])C1=C2C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(CC(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CCC([N+](=O)[O-])C(O)O1)OCC2([N+](=O)[O-])[N+](=O)[O-],7.9996696
CC12N=CC=NN3N(CO[N+](=O)[O-])C(=O)N([N+](=O)[O-])C1(C)N([N+](=O)[O-])C(=O)N32,7.420268
NCNc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,6.4119034
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN(CCN(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.6859736
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],7.1757426
O=[N+]([O-])C(COC#CNC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.700682
CC(C)(COC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.5706434
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(CN[N+](=O)[O-])CO[N+](=O)[O-],7.913359
O=[N+]([O-])c1ccc(OCCOc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,6.664999
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OC#COC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.573077
O=C(CCC(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-],8.095867
CN(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.659252
O=[N+]([O-])c1ncc(NCNF)[nH]1,7.0800357
O=[N+]([O-])NCN(CCN(CN(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.128676
O=[N+]([O-])OC(CCN(CN(CO)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.16327
O=C(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],7.985566
CC(CCN(C(=O)COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8036675
N#CCOCC(COCN[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.2999535
CC(C)(N)CNC(=O)N([N+](=O)[O-])[N+](=O)[O-],6.6915402
O=[N+]([O-])c1ccc(-c2ncnc([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.020962
CCC(CNC(=O)C(=O)OC)([N+](=O)[O-])[N+](=O)[O-],6.5137124
Nc1cn2n1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CCC(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])O2,8.327736
COc1c([N+](=O)[O-])cc([N+](=O)[O-])c(Cl)c1[N+](=O)[O-],7.1616898
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CCN(CCN(C(=O)N(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C(=O)[N+](=O)[O-],8.154353
O=[N+]([O-])c1cc(CCO)cc([N+](=O)[O-])c1,6.2489433
COC(=O)C(OC)C(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.320536
O=[N+]([O-])CCC(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,7.6235967
O=[N+]([O-])OCCNc1c([N+](=O)[O-])c(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.970352
CC(CN1CN([N+](=O)[O-])C2C1C1C2N([N+](=O)[O-])CN1C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.2796
O=[N+]([O-])OCCCC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.324284
